source_id,c_star,u_jkc_flux,u_jkc_flux_error,u_jkc_mag,u_jkc_flag,b_jkc_flux,b_jkc_flux_error,b_jkc_mag,b_jkc_flag,v_jkc_flux,v_jkc_flux_error,v_jkc_mag,v_jkc_flag,r_jkc_flux,r_jkc_flux_error,r_jkc_mag,r_jkc_flag,i_jkc_flux,i_jkc_flux_error,i_jkc_mag,i_jkc_flag,u_sdss_flux,u_sdss_flux_error,u_sdss_mag,u_sdss_flag,g_sdss_flux,g_sdss_flux_error,g_sdss_mag,g_sdss_flag,r_sdss_flux,r_sdss_flux_error,r_sdss_mag,r_sdss_flag,i_sdss_flux,i_sdss_flux_error,i_sdss_mag,i_sdss_flag,z_sdss_flux,z_sdss_flux_error,z_sdss_mag,z_sdss_flag,y_ps1_flux,y_ps1_flux_error,y_ps1_mag,y_ps1_flag,f606w_acswfc_flux,f606w_acswfc_flux_error,f606w_acswfc_mag,f606w_acswfc_flag,f814w_acswfc_flux,f814w_acswfc_flux_error,f814w_acswfc_mag,f814w_acswfc_flag
3499149202247569536,-0.0019689798,,,,0,3.9100587E-15,3.0549107E-17,10.548542,0,5.0998846E-15,3.4984496E-17,9.6449995,0,5.092837E-15,2.5499047E-17,9.105801,0,4.2460864E-15,1.5302112E-17,8.608828,0,,,,0,3.384228E-27,2.531177E-29,10.055651,0,6.717989E-27,4.0000033E-29,9.324002,0,8.5851994E-27,3.1134445E-29,9.046324,0,9.785796E-27,4.3993903E-29,8.89991,0,1.01297174E-26,6.591636E-29,8.892707,0,5.147922E-15,2.3027228E-17,9.38282,0,4.186754E-15,1.5140704E-17,8.610106,0
